mass,diameter,surface_temperature,pctg_oxygen,pctg_helium,pctg_iron,pctg_nickel,pctg_silicon,pctg_aluminum,pctg_calcium,pctg_sodium,pctg_potassium,pctg_magnesium,pctg_other
327608868543,770728780,-1521,0.0644336358100803,0.11226998803800327,0.0899665533979772,0.051727660844427696,0.02170817780096828,0.19819075891134397,0.08973602954540537,0.06508695790347485,0.08591349658061666,0.10955099829338809,0.11141574287431429
642925223770,153495373,-1362,0.01891951115809198,0.18734101393230562,0.022661728408542633,0.00993297699939384,0.027916020618240354,0.11569760752651408,0.06780005576572627,0.08234034823826254,0.18980565431934085,0.15972553924449898,0.11785954378908288
12346036026,766324873,-6978,0.006567425678440819,0.12761645018973086,0.15687262760589415,0.07100160297657536,0.2519631541175009,0.007977268560759003,0.020594400971939174,0.011058279451449942,0.09459774154296473,0.10898734874393262,0.1427637001608125
862211871150,92354974,5204,0.11684522519842079,0.024044049389082823,0.022966668905398696,0.14844754808741492,0.14431340788913247,0.08787533587272867,0.09775140943484263,0.05497629036291551,0.14894238408861105,0.004983381995561614,0.14885429877589076
310468151573,839973005,1232,0.08460898039757286,0.21582935979812784,0.11635955725013258,0.10462398102922718,0.05558159733072234,0.17232734091071616,0.058838391974000696,0.003772961753783573,0.020396248905553974,0.12366282331208076,0.04399875733808201
498900982541,55017725,7274,0.05092939013677933,0.2558081030451068,0.07685977980884573,0.023632248667796552,0.1178958789792294,0.08404128214235654,0.013201987399287036,0.03676243933527025,0.0325549491503457,0.17366322437687776,0.13465071695810502
890658678997,448118462,-8830,0.037983483769237304,0.020737453181338513,0.09991016204567452,0.09266860704936934,0.10744521056175968,0.18287226180574712,0.07045528793313315,0.13067670151873725,0.0012938459151041629,0.11555073536790489,0.14040625085199412
504801508335,588931250,841,0.05247301747122122,0.05851495144103378,0.21513107652399915,0.04140864781536401,0.016116723512565323,0.10505211184991967,0.15191540341488527,0.153594923837046,0.13078378881143038,0.004512848960969746,0.07049650636156529
55379619460,331461734,-4200,0.025375103290406095,0.13381343266767515,0.1738137629600842,0.028825796921746277,0.09135947715458755,0.05579022003887187,0.1314362996302052,0.045620194148260226,0.1788129173252289,0.11260541622113229,0.022547379641802385
734459187792,816399355,-4513,0.10589322685890587,0.05627500159168426,0.17122456512317788,0.059270526983956184,0.045441966997099036,0.057161054561244845,0.08276151002049272,0.0016324824531980318,0.24933690855724114,0.11905813955256239,0.05194461730043769
31018164760,669074883,-3336,0.11621507427777615,0.04462281975866218,0.07476524047437826,0.04771913657601226,0.1759664215117233,0.19180054602376087,0.011986456876456277,0.1271410345068386,0.06330599314464436,0.03783816481982167,0.10863911202992621
988602921544,358489552,6346,0.05364869630952063,0.05071737134393467,0.10670025538639291,0.14320679877829717,0.21424096713075547,0.11658719907125958,0.06598076489530041,0.027441893621620486,0.03261184159416268,0.024840603748943153,0.164023608119813
456538672586,599138355,-1978,0.010387651837158804,0.14511549918216543,0.16120508474674008,0.18777855595103274,0.007197188619246019,0.012345548784782555,0.037051416376067715,0.07709053541377041,0.09911700991710407,0.18419002049251357,0.07852148867941862
649508223787,608263552,-3525,0.022584538820948873,0.17319700558101397,0.12667479511765717,0.20382741983361463,0.06791917225888165,0.024711535796363912,0.10846991930624988,0.015004613269863815,0.08517462140711322,0.11765531570156695,0.0547810629067259
871428001136,695851030,-4572,0.14045181486658326,0.0461138633704539,0.024207607270409638,0.049113736506078615,0.13527800335301837,0.027899295707452188,0.11369035890742746,0.10630486710268192,0.02228280001656962,0.24235036035791607,0.09230729254140894
215317384154,130738320,2871,0.11629318582100709,0.2173325318450866,0.015231903324082726,0.008902740555813572,0.10524263609917124,0.12805948334255746,0.17358481067934314,0.00885591334517659,0.09848547524811957,0.029727955570776215,0.09828336416886578
792999261887,301398872,6415,0.0582827425363844,0.037522618301327054,0.05199650557031704,0.10375571540634397,0.049095341724768884,0.04037120170315904,0.1516734396393775,0.25625242670480386,0.18238840795449743,0.020285806191892155,0.04837579426712878
406642152735,60720063,4408,0.05107884451046594,0.25034746513580225,0.14797874743348827,0.01743722011081978,0.07814848043059826,0.02664438349377395,0.12000435496987225,0.054705867029648976,0.023619431679703682,0.04261500659285094,0.18742019861297565
731349697024,525322061,-8212,0.18202387079222082,0.021137056143400768,0.08322729519815415,0.054433349577521876,0.20201653858196694,0.15754932441672903,0.06932705456357581,0.06810456730921886,0.08248367277011014,0.04314903465007724,0.036548235997024316
540231087077,567211370,-3688,0.14182783205527846,0.010749020240930388,0.04572631555994302,0.06826982568662296,0.05515522350284004,0.05855696358868168,0.04679341810886889,0.23462509410675447,0.05438067814350825,0.20823121881324125,0.07568441019333037
699743443630,182320923,7178,0.05110473996232644,0.16706376652103636,0.019852041794282165,0.1219569065914175,0.06964147574983427,0.06594840575958957,0.08220350493547489,0.10749026700367927,0.0295851032000275,0.2459697127107376,0.039184075771594454
949564066573,123503818,2510,0.14758183315356208,0.0287892636497144,0.03774211611770162,0.07288289311580509,0.06894287313248307,0.07735730212363372,0.07532223186328191,0.18331378604788867,0.0072929563736388306,0.16534345438140435,0.13543129004088614
991417563012,594007567,-2279,0.07007779658415553,0.10592753518488578,0.045178442224414445,0.14482359759204705,0.1011802143654057,0.012560576933617437,0.09343493994707006,0.16209568663369203,0.15248371285074028,0.05910396674919159,0.05313353093478028
826221204512,111807570,-7012,0.13524980206116483,0.16953257825142518,0.03251839828748011,0.01455767227749847,0.11959750210932324,0.02000716972430836,0.18508330186008595,0.22168141461317084,0.05963058902887996,0.011360301676923815,0.03078127010973916
522265560241,393591475,566,0.013772902711068865,0.14037559262812166,0.12921443484502107,0.2862650287763989,0.06070712328887987,0.0871576745158479,0.05648518298045397,0.05233467423914225,0.07370233979064365,0.06354665865354868,0.03643838757087319
665686850770,403688632,-2103,0.09463477825402193,0.14693760298750821,0.16025347594380174,0.08482157607978642,0.1498972357729542,0.02309081087027355,0.0059518080328838305,0.12444069628266383,0.054452398080467014,0.12094492267086672,0.03457469502477252
825123905353,405259667,9335,0.0625173855961326,0.041244271287216375,0.05375023172481641,0.04856677654273338,0.03800054732753399,0.15219019168882977,0.26896750133855557,0.06084367497773156,0.009018418312588358,0.14337513938530655,0.12152586181855535
503005970020,868645218,2011,0.07389065992513057,0.16051814209483067,0.06826817036082332,0.01870835157796892,0.02207530628645238,0.1531030847525889,0.22025752982726973,0.028381901967630695,0.2280983997878451,0.006063166514267582,0.02063528690519219
477034126934,905470056,3003,0.04304838778657586,0.16078373875112617,0.12013375273873038,0.011804617440746014,0.08452230934401232,0.173579334325471,0.018555247322806313,0.1536624823301857,0.006367143701167129,0.1907359281872313,0.036807058071947875
327870452670,463480975,-1395,0.0655582673029112,0.050649309481254005,0.025921778205022,0.24642434676873365,0.13334070242394136,0.0009493987428127268,0.09048436630307104,0.0928764095667966,0.13617684906052796,0.1549092007591223,0.0027093713858070785
826955733489,480749779,-9510,0.1717010657719669,0.004782676027163716,0.07531699013288565,0.07278993143064941,0.0047059392147930255,0.07821465601247403,0.050261072835032054,0.1134959829234331,0.27745567238722957,0.05007233487488411,0.10120367838948856
50857430461,736126204,-2778,0.16415460602327175,0.10177377677904621,0.005130916326324799,0.0036049324310014966,0.024081773707270274,0.12072112257224789,0.10375664444682701,0.13601595410680162,0.1951482941964756,0.09254760502475189,0.05306437438598143
789193279984,814840995,-669,0.19304904414424093,0.016208664808453635,0.2385691545099147,0.005584877532082978,0.022966020206741725,0.07205959075783146,0.042617359430094974,0.041364566909190666,0.06604757475180727,0.21976923610126747,0.08176391084837421
706060184170,119387210,-3013,0.08566758610112489,0.056973440982020514,0.1780134305419669,0.0636620212311834,0.15048294456577502,0.11550555646649685,0.06625669410100062,0.06801187845547559,0.014952360118862603,0.11995122198782868,0.08052286544826483
455673497127,234720288,-7700,0.1673897438378436,0.11634432517118011,0.005673526697467084,0.12767930820178097,0.13631602547064803,0.08652617926215263,0.03672781149643564,0.021685215665465198,0.03493828611299729,0.18729436135839544,0.07942521672563393
293018414030,265907138,7275,0.12512641874023364,0.06250925958721978,0.1637461495551997,0.06114123097860095,0.02483384391077576,0.2163765511559534,0.051045046263039864,0.05950878183336437,0.1316124959318072,0.02360543872867253,0.08049478331513267
280209755955,255361680,-4425,0.07049927238113808,0.11530878215126346,0.09798687802517779,0.16105720513804284,0.07641114195942904,0.11488911880574558,0.0940824786774868,0.005077848990313649,0.052909768012205226,0.13978319199893643,0.07199431386026105
687318959868,289196398,189,0.1863414996431227,0.054049647733330874,0.012259327088380175,0.03723582012915462,0.02635161652909242,0.12190119764590192,0.044974896005936287,0.14750679815601464,0.0647717248041696,0.1595916225334527,0.1450158497314441
866063442846,5551820,9392,0.02234030428211991,0.16237739782816962,0.006603545958942547,0.08376834272728736,0.12077918225804657,0.14240300708547712,0.19405072638396104,0.07271619433505663,0.14854499142176097,0.01183226880075073,0.03458403891842759
632929635616,145670344,-5713,0.09355587144718934,0.023662495996725225,0.100953153581784,0.08472985381709931,0.03596163062541279,0.16585572422826686,0.02224128211466023,0.09305548409622824,0.1428767674751545,0.10282941990313012,0.13427831671434948
460323425722,199554230,1161,0.031193949803669335,0.15570605586492564,0.118259283142641,0.06873116079180562,0.12183327580340969,0.11375717780883358,0.041793059578129274,0.19934879583761206,0.0886639612175635,0.002634284292431697,0.05807899585897869
865141946294,825525005,-81,0.08996104318688665,0.07347230286248708,0.03666268655850813,0.23470244645121843,0.11749523959237915,0.017608160383500028,0.130307714890632,0.09886146997297747,0.0841086417756431,0.08300221976241684,0.033818074563351196
159289112603,204157968,-6173,0.030801050419001684,0.09303312065368786,0.032381494973434545,0.09023682566604774,0.14914632047351073,0.05398869516606576,0.003304762897492426,0.1616503018276807,0.18643077902040084,0.11089601083782982,0.08813063806484789
464344475955,9216503,-6399,0.083405442031638,0.11181274932481415,0.20482413893794757,0.010630401049754955,0.09152482758919184,0.13250629013848902,0.010026488187966986,0.0149728218475906,0.2264886897067373,0.0807296844656547,0.033078466720215
345945960114,84414096,-6227,0.024068313486754506,0.06179683223557235,0.04692490125840176,0.18967791505992837,0.07425505208831482,0.033810304751991184,0.07376687879531096,0.043232246680599974,0.11941989646234086,0.26468621069176695,0.06836144848901811
860962166910,517745776,3329,0.14060479994127062,0.0213397300320341,0.017259493589655454,0.07327776976329832,0.020372747289685696,0.164977172922526,0.13630434193377106,0.1745582134177092,0.15365283700183674,0.045173165998086844,0.052479728110125974
943020868931,444463387,9311,0.11008703800911344,0.1630818440492643,0.23902776768159817,0.1388099739356587,0.17609429249229674,0.11457196035097554,0.00925072830606839,0.006792376954471711,0.009459324340160537,0.008734466629085755,0.024090227251306547
739419608175,557473329,443,0.2437158350775453,0.03434100320119075,0.05630802674304182,0.05035769728970419,0.03769604963373539,0.006630720587312592,0.03767545398575761,0.1610865418612924,0.1096746172976625,0.13650819472099177,0.12600585960176583
526631308511,799480486,-9703,0.07020082464665689,0.12535803585009483,0.0059609009810803635,0.09636854537176334,0.09956704782091452,0.20205019554377956,0.07421962661788503,0.17286958116505918,0.016487605188803826,0.0976014917165515,0.03931614509741109
284125533541,54461904,-5938,0.23756607095419363,0.1643282900868158,0.14580691283922345,0.07929766417539956,0.06824941217857117,0.05578863937945719,0.06822814304006398,0.06839174172899529,0.02561145267452253,0.05758444041101453,0.029147232531742808
327728020337,227023364,8819,0.054263649337134824,0.024643000274896628,0.09310764486655358,0.028742634388675813,0.02952901625488797,0.0008405648798376564,0.31631142931759454,0.12397760092757729,0.18321609324896918,0.03260463015065078,0.11276373635322165
522398728304,594271884,750,0.05101128241568361,0.023274408506446673,0.03627891410627309,0.07236633741109055,0.24484076640891062,0.0393964851023042,0.025441470470925452,0.0202628257478819,0.3029345142311924,0.10013417860934015,0.08405881698995145
328935254046,348430108,9665,0.058716539310820624,0.07480788398370962,0.039098228373286005,0.007751668622882066,0.1618346503816234,0.12649593551205657,0.13186149719194373,0.15238922099996757,0.11484854535597099,0.1090596632000577,0.023136167067681825
600204945874,166963485,-8035,0.03429532833323787,0.12298225701364643,0.1426214833448829,0.06670696628971173,0.0283646565201901,0.0011006176192296321,0.2635065432157922,0.18932848515818157,0.014652877215230932,0.11628307921718502,0.02015770607271176
615084419000,858697066,7896,0.1495349043128189,0.10938069577318667,0.12851674728933069,0.10271912560599118,0.08053801475795892,0.23466477796308327,0.07320464560877298,0.04072585523042407,0.06016353551229117,0.015705133214139307,0.0048465647320028215
49791154825,989459599,-8830,0.12535611240803973,0.07753604365329038,0.04754496623326507,0.1326038003906894,0.15338973841675532,0.12737035318307569,0.013233756273206686,0.036232423231646285,0.03376300278165869,0.1546573163117032,0.09831248711666969
836591098270,436456620,-2217,0.06566376757255106,0.004747710731482883,0.0903935444401264,0.21445910144837477,0.14377624675156345,0.13912848404032505,0.016898222652405818,0.05539415378085689,0.18451961383459517,0.02957335915299972,0.05544579559471868
582757965325,753205936,2528,0.17778918941715363,0.1867171475800525,0.03641343111511316,0.030691119224827416,0.04307802553384227,0.04778265489393569,0.04835873347666631,0.01114404901536139,0.19636851171321693,0.11356430564721659,0.108092832382614
459473738776,56070069,4144,0.09790701328318241,0.045146550639888615,0.0856059200978018,0.1274246207962137,0.15879319121036517,0.006167061917078321,0.023847084205285373,0.05155499925843838,0.11523669614577921,0.0643885478124665,0.22392831463350052
489580679311,50831429,8260,0.23378236272712785,0.04634739001328981,0.06446340682068868,0.03466158725653901,0.16429933102137234,0.03369920971624082,0.018688008658909346,0.19018079625844184,0.03431180779300508,0.06455498261429571,0.11501111712008946
776534202552,709137000,-2615,0.11069349550387182,0.14840875429537448,0.13512984055900967,0.05119472916042177,0.1592269099587023,0.01160985745029509,0.012368731591880445,0.005210890464599041,0.11203480050469254,0.1596841055063373,0.09443788500481558
554307547756,916254638,2108,0.14392673902710995,0.05450182958744137,0.076759786618114,0.20333376902231143,0.11521640795028099,0.07107738416933466,0.07353306676246975,0.07484234921276135,0.049476966473354055,0.07991674820404376,0.05741495297277856
417321911976,439367186,-7710,0.09530642703339214,0.03203693749372516,0.03208012364836134,0.05079008788750488,0.11972553248382112,0.037675546478814215,0.0805025835005571,0.18581420914348942,0.27601378748796407,0.05452906717057016,0.035525697671800346
956127144715,631718860,5247,0.1265260295708954,0.11128428273913141,0.19140206478451174,0.08571867520796797,0.06877227777085944,0.11801847086781712,0.11150632571289307,0.026279345436627424,0.03357800795960267,0.01717425883242082,0.10974026111727309
195711488224,557324960,-1984,0.12873946839311146,0.09157170108094126,0.116174407043462,0.009318513476904424,0.12331365214377166,0.043819529576555494,0.1232919270665882,0.019315690252171232,0.07326967929903261,0.15465741470542554,0.11652801696203613
6107234699,130991493,266,0.09669054124661408,0.08584284152138624,0.1655042733691202,0.020533847827734736,0.09384718206933296,0.0286778501320558,0.10410882115010696,0.09900361485800847,0.10057093259560372,0.14162953673170148,0.06359055849833534
50137389144,315607096,3626,0.16578988357067181,0.16311224666190685,0.03618619030783339,0.0505255471023445,0.0817004629203994,0.11840853772545686,0.13711082531940025,0.02326715714758393,0.095553479332586,0.016988055809071836,0.11135761410274524
899330636912,517328325,5277,0.1815728707448189,0.13154649450002667,0.060208885693827666,0.18025349437158508,0.030948221403649043,0.08208246377742813,0.0503858741175096,0.05103355592999478,0.14843452089577597,0.03807712627297655,0.04545649229240754
774625284700,776853939,6157,0.03357575831171812,0.2080720565773327,0.11462538086587612,0.023268386401641913,0.11971208730086247,0.04325344255415301,0.016048631072445432,0.15310576552713767,0.008465840647139025,0.20356655575527086,0.07630609498642278
239262504833,688868011,-3014,0.07055865398853428,0.0007796794466546804,0.24982657027224742,0.07876494976596667,0.22780868937748047,0.13298892352239677,0.0003547280721830523,0.025593149676416183,0.08804950551181244,0.0790576666121684,0.0462174837541397
687345841572,632251179,8836,0.01454909768664728,0.20041688112593709,0.16164561850608075,0.09265416850804173,0.040671592977591105,0.12197917578395806,0.16814584474288435,0.0499459035188439,0.020380907470267464,0.08360364300411041,0.04600716667563775
241090076985,560997491,6322,0.00963710887269969,0.05432906410478824,0.06885927044473351,0.0472995272973828,0.06752738865366366,0.26592247471503416,0.06698729409302505,0.041156710178817175,0.09325763651686106,0.07621796341303307,0.2088055617099616
913135054030,817667398,5046,0.2870584438537618,0.02048122215806374,0.02110542264928751,0.012100070383000245,0.09797689207418264,0.026849513135485843,0.11079650221884157,0.01056465379199817,0.1638940324868104,0.11166218513111287,0.13751106211745528
99606719654,666943871,2735,0.1702274336101596,0.10054209618108467,0.08989933287686717,0.2614833320849819,0.06146077586913356,0.022422343144232384,0.024046720764179564,0.09932814993001848,0.02361461884677551,0.113056461160042,0.03391873553252515
670399584481,593442368,3674,0.08829162732319393,0.10481842729730899,0.026125660761349253,0.05411735169092945,0.2011499291724783,0.13193478280351414,0.0565208021578841,0.08258759164871177,0.03610070493070019,0.0545091668239245,0.16384395539000549
646245991038,748558320,-7802,0.0691242905765857,0.16289612168486783,0.051973633979809974,0.04373890962936068,0.045884883087486956,0.12385265237329514,0.16085806405715602,0.0706042146687215,0.01737102740415466,0.10534159346308991,0.14835460907547174
887289706377,900046773,2995,0.07225337131561473,0.1500092495548167,0.0751648140245319,0.006373630271922623,0.10807586386876283,0.24635011877510046,0.1768513180850323,0.05398389449443082,0.06439612344598451,0.014636771824889684,0.031904844338913496
869142481403,603110138,8939,0.22155426428678826,0.1792105246748597,0.017922465693283384,0.0843269611330285,0.09028592179686692,0.05396368162644575,0.012683182961823313,0.0037953570416408957,0.23011266550896128,0.07540981314444463,0.03073516213185722
926243332893,838596188,-7422,0.21308359913094532,0.010602957722422311,0.15477756011749552,0.013304318397484267,0.2556343060337543,0.02979462391549724,0.010522043549461058,0.1286421394420644,0.009811633581315978,0.02592024795996838,0.14790657014959105
20574590034,992093399,-6555,0.08458107373442325,0.15336621758685529,0.060000563651486365,0.08750213557374001,0.10005370835715327,0.07537485206104898,0.06325671970402678,0.07808551247275464,0.09870212525967065,0.13360165516831501,0.06547543643052574
217794697423,946745280,4735,0.1461798106406014,0.0882002174221089,0.09203849867719884,0.09014442891517091,0.18100341203160386,0.058562975190738595,0.09003992051698187,0.007750867419543178,0.14068388339573543,0.01309590528119794,0.092300080509119
112763637032,875502016,-6439,0.13866018709775732,0.02941414476437172,0.06407089727842441,0.13518156482525925,0.0332186751431001,0.08500143288023397,0.04941040401054666,0.06392007365003574,0.062490973299394,0.16530983949711314,0.1733218075537638
513745151345,756130201,-8446,0.13760693704388732,0.10498065383118774,0.16838954960239036,0.04054676711009486,0.05197637460473367,0.0008480890257250183,0.0025647063664087236,0.15481347102307885,0.135390633358183,0.10453965742393767,0.09834316061037285
825523989208,658165016,-3545,0.03990214054368462,0.08694442608048732,0.02623484544371061,0.21315101556272614,0.14158558460066487,0.06892159471651857,0.017190906079412118,0.19118087635555717,0.04476835559031566,0.15146551400734148,0.018654741019581356
509937758244,58658447,-238,0.06278874597594634,0.11397061308109017,0.06368778854775174,0.21892691253031724,0.11202640722569603,0.08291169329732913,0.048135615107997756,0.05128069846162493,0.0139171816687454,0.14327081951648418,0.08908352458701695
630724839518,477342870,-7686,0.1946224894644377,0.14306647317831636,0.07442676334142917,0.0010022423176984608,0.3257509163222655,0.0736770516222105,0.11258039548641366,0.015767334258097548,0.024782490098008605,0.01629767575341481,0.018026168157707644
616629745465,366039609,-4212,0.07824253845732092,0.042914835348891525,0.22832988164192095,0.13303757171726108,0.08430893875801257,0.12960702993774229,0.011368466592720113,0.020414179218728488,0.11708151321075795,0.02053249130437202,0.13416255381227218
525405915904,908608697,4112,0.033325541030781905,0.02740029718705919,0.23045833318860376,0.1899542403245875,0.0410972998656247,0.012900745201773521,0.0936125028173115,0.11917653046315976,0.19987248540347294,0.0417162203941707,0.010485804123454451
60134175294,877197195,-7203,0.030939977612891374,0.0008794741974541318,0.037689243290060855,0.05739970028303952,0.045585016342079225,0.19549981249047066,0.044210771346643946,0.10410447702364789,0.22896293430847783,0.038806882909632065,0.2159217101956025
185492142118,957810350,879,0.08809788935528882,0.07869537623763767,0.041683634778603915,0.0027464994927085752,0.2252282793580742,0.00307299376453853,0.15482374319740078,0.0751380571570579,0.1402727407875104,0.16495513395827402,0.025285651912905223
433928984305,154309013,-1685,0.028502848220490897,0.2440610636164878,0.22869470334452455,0.08166394345173572,0.06134094197125152,0.16100295775590645,0.05707922988946343,0.02533890792096637,0.0013936804282078015,0.07066072903129392,0.04026099436967156
188018454404,683993197,-6850,0.2779106500356776,0.04137732609264357,0.046225366964647636,0.17552556619083218,0.02205240409755618,0.22763307092966886,0.003627291396962216,0.01088250542218448,0.0809393602357366,0.04422493737662132,0.06960152125746945
822041110762,228747181,-8145,0.018378010614873697,0.03959499334266871,0.2939516251029036,0.1671102259516271,0.023865015800741615,0.11409583191104673,0.07419747240023915,0.0637486215467495,0.09606660380494525,0.06335902527259021,0.04563257425161438
129297952598,611615902,-5189,0.06834144529994292,0.11293648426227806,0.045340692170125915,0.06238638827132968,0.3142703670330631,0.022083205319911352,0.06176110549880706,0.11704977072156136,0.14354642258762842,0.01722836054325303,0.03505575829209908
493267433632,432734969,-5886,0.021531805336935578,0.048056299111876914,0.112929961759728,0.06202065556507687,0.13898767001664197,0.28103286919730835,0.05370232300008513,0.08174766265661103,0.05714947448429052,0.0069224490087520085,0.1359188298626934
507428312604,994751101,-9872,0.013615457285507135,0.20909826265339015,0.0067783278849944005,0.204583687177363,0.0846652322145866,0.01466172981550591,0.03014401469434789,0.13338699943409246,0.019663389424348168,0.23414614300886943,0.049256756406994784
212227200697,110118889,667,0.08223818974827585,0.11587113523250786,0.0757020165107444,0.2005570112683064,0.01363617842633376,0.15108671177916502,0.1292963874124794,0.054420968469357824,0.08910060935823945,0.08448640727675481,0.003604384517835271
515167250965,598253238,9932,0.02331316385614594,0.15809603794784632,0.09846660562312834,0.03467574457972581,0.026351459701485273,0.04902450148565041,0.03642803872347466,0.22797063205577436,0.011069231334352989,0.16802475954390916,0.1665798251485068
22202243858,170335523,8725,0.1574940207050823,0.006136795732733613,0.08049781443782318,0.1753111955628145,0.10011987740935273,0.04236031504764948,0.1279611552650995,0.01862857712467076,0.046741678495452986,0.07437652752451905,0.17037204269480205
273818829793,742956927,-886,0.11959556201862788,0.04261409567181614,0.0987929609123823,0.06352186146267799,0.08985438323542685,0.08353910435461079,0.07515934308616028,0.09730407004544864,0.12065752709997792,0.16492522866125747,0.04403586345161374
761010744529,984939148,-23,0.03812814662700347,0.1556654275856219,0.061895271566234394,0.14291849432007725,0.12405679956403848,0.040551481047259266,0.05897638535077548,0.08896811145806596,0.10149393768945723,0.07121962362491635,0.11612632116655024
126759471201,297184441,-7358,0.07755392516722115,0.17932351502311292,0.15488059350008274,0.10232153706491595,0.11971687240152375,0.022315820140854824,0.0893502826108133,0.01966045866614367,0.009587199182829716,0.016501085925456845,0.2087887103170451
842987610563,702155008,-1900,0.05852831588686606,0.2036885786541643,0.04700581644455062,0.1531112017653098,0.07751112933499905,0.09072172690541198,0.12182523463930114,0.07317416716225399,0.039218492003933784,0.043104682309439354,0.09211065489376992
333310825201,687771782,5653,0.20406503857701505,0.08571084896573612,0.00844812155667446,0.08157573971889352,0.18590526176257688,0.011716986673088153,0.07609907833095626,0.0768013913472378,0.021460592090021664,0.08435746256700218,0.1638594784107981
58252432590,532851420,448,0.12259542653131375,0.026191968133927695,0.01147090109658845,0.0179383862672056,0.14976573750389016,0.05386348287007496,0.09125973566868754,0.07481412269949125,0.005370435523904273,0.261733171990226,0.18499663171469025
175965911810,957067492,911,0.041997693766816134,0.020518918027374777,0.1008250900108257,0.08400496693483622,0.23091913986218304,0.06501526070850112,0.022929276967671504,0.004418602317182064,0.08910231716369346,0.15200570767513857,0.18826302656577742
675329903247,872362978,-7614,0.08717491936723065,0.08499014255613867,0.028792540853727597,0.04759334694524727,0.007255645450121016,0.10622538604130659,0.09977056243725585,0.16268263652455936,0.16978064552165867,0.004023527972763633,0.20171064632999075
621190584621,140089005,-4865,0.14980288418932988,0.08282924707693164,0.13211992465176814,0.02613855240513577,0.10205872153262022,0.10406493192929017,0.2650790283205682,0.03434308190337992,0.06090876657816202,0.04128812487746589,0.0013667365353483172
85705752506,270759725,-3576,0.0246383291293029,0.16037449592073907,0.12041418226949309,0.12926451039184794,0.023259976860145956,0.06437205599407084,0.2446322302918037,0.0008585059319996651,0.0837935900570862,0.06842379868329213,0.07996832447021865
141581465850,90635073,4776,0.001435869145976712,0.12893931675905007,0.032663421802134184,0.1982069726923455,0.01519786145470764,0.10643424887134832,0.1771784284347741,0.04639863378865717,0.046524527011068434,0.23672991624199516,0.01029080379794264
676897275389,872107044,729,0.14823563663059589,0.11505517116697814,0.03778003697800787,0.1610019192563776,0.07515797496642772,0.14699209418110407,0.06664401838398579,0.1285537402953644,0.057165561347605365,0.043523774198977204,0.019890072594575987
315978037291,265790924,9122,0.10458674092378686,0.06480260180750264,0.24079406879048074,0.08654369501802177,0.043162103517125974,0.15949240554632937,0.025054007283390457,0.029102709836357377,0.025750772516139175,0.10209797970762131,0.11861291505324444
