id,mass,diameter,has_water,orbits_star,orbits_planet,surface_temperature,pctg_oxygen,pctg_helium,pctg_iron,pctg_nickel,pctg_silicon,pctg_aluminum,pctg_calcium,pctg_sodium,pctg_potassium,pctg_magnesium,pctg_other
23,944770552235,11887027,False,False,False,8506,0.20159561946297447,0.1139424116785477,0.0036656704694761144,0.010486966842157113,0.10617668299999433,0.10438598241361746,0.2147652302198943,0.027121188885500108,0.08510414973876732,0.009604755890335031,0.12315134139873593
24,560873000109,924189353,False,False,True,-7587,0.012974900371216576,0.03490487025097387,0.024287201967580215,0.09038124597706963,0.026349757352328106,0.15398945484875193,0.19104282604132952,0.006044636720499754,0.08172540123633372,0.053833072093441584,0.3244666331404751
25,422904803432,634670079,True,False,False,1665,0.16800142549282335,0.14535333651127744,0.12404412090997874,0.12556458017378902,0.04578157700084391,0.05923711166162676,0.1784505314320516,0.0033972194592095705,0.00875933577163227,0.09536528522058678,0.04604547636618046
26,104524246559,219387972,True,True,False,5086,0.19046028967856118,0.07571280585744465,0.07418586957502596,0.12997476821556425,0.01860757195667215,0.03040214173324978,0.16533784811686789,0.16356290620770766,0.03398526559571881,0.07487704419475426,0.042893488868433305
27,334508995609,48025074,True,False,True,9672,0.07538744329095322,0.06668148928502543,0.08774968932534603,0.15376455844677075,0.11437848406828215,0.03610004781456359,0.13890651064847745,0.04349637450867607,0.17973724496476134,0.06566704321692693,0.03813111443021701
28,303242807191,65658956,True,True,False,-9310,0.1223637507241846,0.07591599292413159,0.056021215637972625,0.020451107957881708,0.05303880473344624,0.08378648034954851,0.21176977597558666,0.10522677797057511,0.17872684574282224,0.047005016863400854,0.04569423112044983
29,252695861512,284346354,False,False,False,-2939,0.08550409807989948,0.09852437885332792,0.23893747694219122,0.0528497917559881,0.07501971493977491,0.09023845276349514,0.1002115858077067,0.08189504572152577,0.07047605032694226,0.007264770601885679,0.09907863420726291
30,656381760994,879549012,True,True,True,-5826,0.0659883579098922,0.03638382631662199,0.06540390861303534,0.06855241694541418,0.1855355324471145,0.040508509307886395,0.06348530518530021,0.09013422644451485,0.258789507673538,0.1083816494753558,0.01683675968132648
31,484225044550,28120217,False,False,True,3472,0.21278822095707467,0.04335661816125297,0.05656966057241928,0.04509643342980235,0.14853468868200215,0.09244151109949009,0.003031828692960037,0.0512575511917161,0.007786094114822022,0.2762330557702447,0.06290433732821565
32,739467746379,864363773,False,False,True,-4736,0.14428245518618465,0.06346441163793097,0.07405531884640103,0.17321729796084134,0.011957329586234865,0.19513812881532294,0.11152087197410933,0.049268037299747554,0.05113314189131969,0.046446521727513894,0.07951648507439368
33,475115266364,540219421,True,False,False,455,0.007430749689684586,0.1419245323973646,0.1782598833373792,0.09843809372216797,0.12714768203094481,0.07707564814512345,0.11585467673773937,0.07449616156863018,0.07218463495624597,0.005006639360210361,0.10218129805450947
34,578224151450,626523156,True,False,False,-2774,0.15957983042489202,0.06846323122669686,0.10885958178075218,0.0016267470246122823,0.016994341431321027,0.053107281035018605,0.17400424235534884,0.0407153097145147,0.2994404839270828,0.028394547220042723,0.04881440385971807
35,433712944806,182763248,False,False,True,-351,0.014998683229123101,0.2100545351784483,0.042686715911878136,0.08799325058918181,0.04626215328790077,0.15295596673775813,0.16969627131651427,0.08533615651621092,0.05909367665936944,0.07270399924049879,0.05821859133311637
36,684390822394,574847686,True,False,True,1399,0.2174139412942736,0.1230855598269984,0.09726129517951906,0.12570305416194255,0.15845951530178312,0.0014894601621652432,0.11331114161019303,0.030441316913213005,0.029624300289937486,0.10259816992618699,0.0006122453337875028
37,555402799308,668125621,False,True,True,6066,0.006680911096000275,0.0032793164816654562,0.16389815081354922,0.1725921315793791,0.16134182634836927,0.10822301752992917,0.0732685085511621,0.06258247943414959,0.14772004619790335,0.08748490872489151,0.012928703243000902
38,724674241296,488621289,True,True,False,9714,0.09568125122886344,0.1133535212584084,0.17390822984057214,0.09679936829785331,0.0506834038336729,0.14077550377966846,0.09151304801882391,0.10108927825892843,0.011802180385163638,0.071658943021512,0.052735272076533335
39,529720033992,139112085,True,True,False,-2474,0.03230431345544275,0.08218189018266794,0.20550249640883111,0.09943248988422097,0.023139416788824533,0.09143819557905947,0.15809876281165994,0.07199132072920228,0.14033976593212033,0.055293598662762476,0.04027774956520807
40,324020255975,204282465,False,True,False,-7398,0.006803721540147037,0.08496968414585547,0.009310160198514264,0.013602031020432807,0.12711574740041234,0.16877790116147787,0.0720152458535089,0.024669618184840224,0.3257081850461005,0.08284984039492038,0.08417786505379037
41,513175442040,313381393,False,True,False,1397,0.19140127384029343,0.11222133559583121,0.2896144158116727,0.004182601261758878,0.03355328654456824,0.026462315050227184,0.09415173460677147,0.057083925809391436,0.021639600447783142,0.017084566117287123,0.1526049449144153
42,45943444423,728584686,False,True,False,-6148,0.089205571606747,0.09972191851543469,0.1982082755858005,0.0559407630210553,0.01628784817511482,0.043500543766501705,0.05919604099117712,0.07717474155937443,0.08051381390309229,0.18282926271348515,0.09742122016221687
43,732434540594,585330538,True,False,True,-9144,0.042878707136242325,0.15792712180606197,0.07704861606412003,0.053059405712552084,0.008407336338990998,0.14013145540376648,0.1013255529704302,0.16428644803783382,0.13655846421691087,0.045194491625415105,0.07318240068767622
44,919373977724,643671782,False,False,True,1778,0.1821659893876438,0.0887894932091762,0.027958647587535183,0.046973473892591745,0.03843011289957594,0.04722458622218724,0.12224941600660329,0.07735010167514945,0.0837045660290421,0.1723266393090197,0.11282697378147528
45,133853134069,336291155,False,False,True,5466,0.11769045610215365,0.08134472629237706,0.1535700273872411,0.25158888756938624,0.014278180018723798,0.13447357574990065,0.002939329328777997,0.01751055773496615,0.04295929600257899,0.1337734874971546,0.049871476316739945
46,555417484930,786525169,True,True,True,-8988,0.019115126333013086,0.12817893844053657,0.10673801109450186,0.15319063853200107,0.06870345391986421,0.025111220193209105,0.07111994584363723,0.0893890546039942,0.07943760843576882,0.09845777314182586,0.16055822946164786
47,931163300713,372501195,True,False,False,926,0.04187569319855769,0.11597664219445557,0.23925501758629983,0.0484225389786522,0.035001854093913605,0.035685254128552904,0.045627241899563235,0.21034814368644428,0.011469361711842943,0.07487081357259004,0.14146743894912772
48,47058724476,437932926,False,False,True,-1019,0.1356788599980931,0.0925499915577021,0.023470065725404724,0.05903655822017516,0.08287244892944326,0.030518971440240086,0.12344929692259674,0.05725099483079798,0.014081808176123598,0.1724433243025264,0.20864767989689678
49,234592949640,342473417,False,False,True,-6734,0.01490697029959037,0.19057734291178927,0.07947133967081678,0.27557070551327595,0.024369452241488537,0.11054553488319095,0.0162992903519698,0.0743476137500359,0.08843245211580247,0.08393692937581636,0.04154236888622372
50,311053123971,449742499,True,True,False,-8874,0.018926151062205784,0.0534798370971784,0.13673737595916793,0.13313436570246837,0.050258727138356295,0.22379170715738358,0.16638172322931022,0.033070292026634765,0.08135973034227792,0.04991847025125192,0.0529416200337649
51,284778995030,96966239,False,False,True,3285,0.043149402966098226,0.022108556733057633,0.22318158527316254,0.2542114798903665,0.03795328130116173,0.11025327073544333,0.012679839402949776,0.0033922509407620666,0.12052924548510828,0.13181755974686485,0.04072352752502505
52,705130282328,52915591,True,False,True,7716,0.059103551754823326,0.04840299838432243,0.020312661415725946,0.13784706798258367,0.16978539550019534,0.01824741221123826,0.10086610344750474,0.08553873577248326,0.11294933074990046,0.18748605841374252,0.0594606843674801
53,715119685583,630191736,True,True,False,-9521,0.034031724102966725,0.0544345728862958,0.09354592920582766,0.06295379402627291,0.021214305676521026,0.20400028357540637,0.12702533727575047,0.06390277524586456,0.1166574218273431,0.04410943380732931,0.17812442237042214
54,967547768972,145967649,False,False,False,3540,0.051316806848341306,0.1210986632012924,0.23858384048199666,0.22151193695389412,0.05890566421067828,0.16464273614990502,0.025775884092331152,0.01287594206294237,0.08835979316487212,0.008271803955349369,0.00865692887839708
55,735382707472,143744974,True,True,True,-2860,0.2017708639437803,0.05384047551638501,0.08325949012030023,0.09882350502824869,0.07760741741146279,0.0437476330747005,0.1054077999120343,0.07537428418770059,0.1423694523380419,0.06904640210963567,0.04875267635770991
56,993152578886,130559313,True,True,True,4145,0.09866852693669133,0.01347516168805286,0.0005393318541389839,0.01672868284591422,0.02191512774580955,0.3332594766443127,0.07128156150760731,0.07950607626980111,0.026864600727003363,0.2436178910085119,0.0941435627721569
57,406635155054,981383085,False,False,True,33,0.09688648031283192,0.10550845955900039,0.0956042633270745,0.10104495483457174,0.16131408982631756,0.030556250876585696,0.09968036414763702,0.10459801928557617,0.11385011007119106,0.026614762093454928,0.06434224566575916
58,497262151372,372831863,False,False,False,-7133,0.009740064098834047,0.09875582609046561,0.07809506016648794,0.0556374608010013,0.19930764786720626,0.05208694935809999,0.16871408826284265,0.02215050125688415,0.11670030105833415,0.09355612405814841,0.1052559769816956
59,975879263959,379175211,False,True,True,-5807,0.14289980968244242,0.004909348325431112,0.06307087665961163,0.13531554548494346,0.052865558107096776,0.15802174128467486,0.014913243788517376,0.34090386943718104,0.02346696688010903,0.061786312624444464,0.0018467277255479542
60,484901765246,365687022,False,True,False,-8918,0.11778336790740544,0.09120228048900485,0.015651810993476643,0.10953196640019962,0.10160981835420127,0.11059164266189402,0.12274354151246061,0.05981103006566513,0.15596824753505206,0.06261584866545047,0.05249044541518984
61,413861005647,958906354,True,False,False,9083,0.14409195080338827,0.015590403899590356,0.038450575336814286,0.21332151300018393,0.08306812148900922,0.05877426842910553,0.07171593515187293,0.06466078672610552,0.1163212942772356,0.07453399681639719,0.11947115407029721
62,401412122600,148062032,True,True,False,3978,0.23597114349997808,0.05722394389449566,0.040951537142184205,0.014041504268330635,0.07369905992318358,0.21757808944666843,0.0935303572194853,0.07062122623102406,0.001942772762308771,0.1350866930837022,0.05935367252863897
63,971125200680,797605281,False,True,False,-7967,0.272191613129916,0.13203234551859203,0.06124951324537673,0.09475671241131521,0.03601268881066316,0.07785753119622549,0.11455175240180088,0.1040455873905966,0.05746246019231614,0.022717897872505905,0.027121897830692108
64,398551521940,313016611,True,True,False,1346,0.09115789356490855,0.06616720782819631,0.13849770325351615,0.012922208128626444,0.10375391605040794,0.30794565909342486,0.06062254419008388,0.04610089359104379,0.06988892589118319,0.014030275411196476,0.08891277299741222
65,383290417338,825625804,True,False,True,-7615,0.047373786875903504,0.03223239617812731,0.2050893263896745,0.02526589033792171,0.13004224878386816,0.0856993859897253,0.06719646702359892,0.015891708852539047,0.04020851960556993,0.18858138038125893,0.16241888958181255
66,564987160969,18836513,False,True,False,-1430,0.08627852198852437,0.038050459703085446,0.04248043197840772,0.03983881452901377,0.08816797602991518,0.1267731262185277,0.042355612593692755,0.007870525543522047,0.14258241648153314,0.18443069101722878,0.20117142391654916
67,789354372222,832250318,True,False,True,5161,0.17579450497676605,0.012129052736589123,0.05509395131466835,0.04465677930480706,0.07033196746244624,0.05149760726989431,0.2002363605188012,0.18557733030805723,0.013884677322862795,0.07288281768390374,0.11791495110120387
68,548304168641,611309467,False,False,False,6127,0.013816966529081463,0.15187292477846637,0.05003384975218445,0.22767225869792543,0.09771252467985993,0.010181402839465817,0.10157617244168801,0.05089188224529947,0.07000788432364284,0.0859434330127319,0.1402907006996544
69,595105966727,545580311,True,False,True,75,0.050373236322507904,0.0014196758538457539,0.022945949218288554,0.09897070045933237,0.12304102107279159,0.0817393734096423,0.22677065854847456,0.007890576253602411,0.2253450114038539,0.12478311687809256,0.03672068057956802
70,303710045148,386455298,False,False,False,3821,0.06942189086208694,0.06336680173042164,0.25145984301702634,0.07602778064745477,0.19578614088728885,0.03194395486557403,0.10126943081780608,0.10606305538085899,0.037733933075566,0.00045871407614509466,0.06646845463977148
71,316755380415,160906351,False,False,True,-4622,0.07082254138042118,0.00811788167751684,0.14062189863358238,0.16164867723302154,0.09436716320408076,0.009944620187782208,0.17916749942681615,0.08993079321459767,0.07718582850490593,0.04920567918085096,0.11898741735642428
72,219957799959,514761982,True,False,False,-8032,0.022959042279285732,0.20617416277366293,0.005292329635115643,0.06591071739665526,0.13476627471312003,0.18762322886798644,0.13992165006985025,0.09359720638082449,0.05968047957669342,0.051105147623757036,0.03296976068304883
73,863375183878,17128268,False,False,False,9498,0.1144661781266054,0.07969503536845104,0.07968891483411421,0.07168922053659316,0.030404772902378384,0.14727189881045374,0.1234352424469939,0.16121307843846375,0.04072179920243632,0.08072968827653572,0.07068417105697425
74,545068229380,216927997,True,True,False,1017,0.11120112123613494,0.08594148047293171,0.029712357844707146,0.2535288537564241,0.06743538438073898,0.05317764544422868,0.11770055943108661,0.03224537846916154,0.07892648720731053,0.07981894630659365,0.09031178545068212
75,862498596240,199759334,True,True,True,6876,0.1731150363574666,0.07630194205898268,0.08174982275491555,0.023501818131638614,0.040604382624709945,0.008184709805933844,0.08578867944920651,0.11952266133869942,0.09793249712302307,0.03274181756104711,0.26055663279437646
76,451854992478,71303059,False,True,True,-7217,0.02631712551793834,0.15161872218877281,0.08865973608992533,0.2165686330639677,0.021326052722711226,0.03036134663440497,0.07134211844024813,0.048514258687672784,0.18857417038450963,0.03914693048299193,0.11757090578685707
77,856846839458,151078748,False,False,False,9406,0.060307130072213444,0.2204301427252247,0.030935769892123387,0.06993899376725732,0.02938599762191143,0.2258459844245364,0.2161332602429306,0.015084251162237558,0.11743708744464193,0.0002599527221418507,0.01424142992478142
78,129175006415,927308844,True,True,False,7513,0.044204919038249635,0.14718970788783176,0.1054309511675529,0.13961835094340458,0.02265594265984469,0.09165184638341316,0.01957781019185093,0.1091799387568021,0.07523125071941841,0.17898501185849777,0.06627427039313408
79,860081237032,152402391,False,True,True,2459,0.02397120647978265,0.09600011418641725,0.07822977897482347,0.04936542647381281,0.1521534978687438,0.015418023247305814,0.023491774598852863,0.19774342046708782,0.01040080969532344,0.19733631395922357,0.15588963404862646
80,689649982988,731374970,False,False,True,-5060,0.07090177653022366,0.05754973169524637,0.035333150397225586,0.04932693505658255,0.2147060582787285,0.007657487754477722,0.1789700198978859,0.12212809055239837,0.1873848243577741,0.07381126226089711,0.0022306632185602206
81,361529811805,234778275,True,False,True,-6815,0.04176644502344403,0.11044309326085176,0.07379047521061868,0.026910328378314165,0.12505402351283948,0.06028560091857427,0.11640035339254448,0.12502318168913576,0.19739869219095427,0.052318518556598276,0.07060928786612501
82,726360469142,883839802,False,False,False,-7887,0.005143614227981862,0.24155430393993574,0.17034646383297225,0.01837148050202244,0.14756595368555775,0.049186330636028244,0.11141377116687395,0.051057950451633,0.08048591369073341,0.08678201693379589,0.03809220093246534
83,175791747024,741472766,True,True,True,1363,0.039591824687481805,0.019232015997523944,0.1404845987336822,0.07040471226989965,0.10112763993869436,0.14360925214511672,0.22338284643338688,0.03432574097831002,0.10450490495064153,0.11643029797354434,0.006906165891718596
84,267643182497,800489876,True,False,False,5499,0.05652009440731807,0.1142876196502474,0.27090711242571336,0.05852719074734743,0.016387208855850613,0.0386161125156753,0.04530912288567162,0.09959398569494131,0.10648687177025956,0.10054294009956445,0.09282174094741087
85,875374387637,778004769,False,False,True,8284,0.09847632148652301,0.17149528034147654,0.02398400593858231,0.19754720114378335,0.13855290110649257,0.05664094574348029,0.012922218880997078,0.0673108128392904,0.04818947003631534,0.05984640088177525,0.12503444160128382
86,585937071747,704755556,False,False,True,-263,0.04367728810809979,0.33042874049703547,0.02633774507365891,0.022425310471793015,0.09107814503642993,0.0821541890454877,0.06440522166761203,0.12351824819782095,0.028185547536525447,0.1000232125619578,0.08776635180357893
87,194390337680,382623375,False,False,True,-6992,0.10230623480705442,0.1036290630117504,0.05402978708727474,0.2249770406929382,0.08080148451387126,0.03388859033135288,0.1230165314411226,0.03610561871099182,0.05247017279466036,0.1323511783397541,0.056424298269229255
88,545065837329,478675034,True,True,True,-6784,0.07692889094559188,0.15965003591739912,0.042144959915060655,0.13379306971567068,0.07686667163610916,0.05705850785798499,0.02200490823425659,0.04142006841610479,0.047240272941988466,0.2426641414542434,0.10022847296559026
89,522712527244,254278774,False,False,False,-6027,0.03723784880475846,0.007670229271261849,0.03856650256022568,0.08553833740662013,0.14263861417651838,0.02972160927596623,0.252444826240615,0.11740022298280277,0.056130105526374936,0.23184672049488791,0.0008049832599685343
90,746140614085,717741110,False,True,False,1569,0.1333541274864164,0.16282904633950648,0.011220970319537909,0.01885398752411821,0.0814732123766475,0.051599691989508215,0.20974142780997734,0.022211662683149915,0.09698756288082529,0.0937895729522741,0.11793873763803872
91,18524983423,897281459,False,True,False,-7198,0.012958272329925007,0.16261725915214914,0.14498923418234566,0.06539618145378735,0.2332369563337057,0.0907743448621849,0.11141705754396644,0.061415564990396646,0.07861775569090818,0.02329096057272638,0.015286412887904648
92,382840617749,857257938,True,False,True,-9404,0.2899231267120435,0.088848862524821,0.03265807895695327,0.043132682792942995,0.2202044445873644,0.020585968439214918,0.1441317881466819,0.014748974733994743,0.044303454632480414,0.08878736298226711,0.012675255491235693
93,708870747611,191319560,True,True,True,2113,0.04651405072442532,0.18336406098328145,0.10253947334026911,0.15182418345625728,0.12395604451990569,0.08758100810493098,0.1464686451827446,0.038998583416985,0.008831249408620304,0.06411747395080873,0.04580522691177147
94,48734903441,154213949,True,True,False,-3501,0.04002186074822553,0.0369550252346524,0.15464319235865556,0.011250993400857204,0.16133188570286286,0.21444860551176553,0.04620607485957452,0.13128312831950462,0.07537241815849141,0.11305671902744652,0.015430096677963818
95,254849186289,258105255,True,False,False,-948,0.12877166717958696,0.25506823110021565,0.008372316037338356,0.03543097359893217,0.1000464132908023,0.011685231630811435,0.12479442742466224,0.002496420060068703,0.11682341864846713,0.06139242005945856,0.15511848096965664
96,701196945693,390124236,False,False,True,-8688,0.16911256860742266,0.09420628579033856,0.10854216008329419,0.011359515927838295,0.007425420290445845,0.05895887698027547,0.19737624294818057,0.05817101484799778,0.06347729059089469,0.022161885890392353,0.20920873804291948
97,12803519013,10848622,False,False,True,1374,0.10801788353147809,0.1155646073534318,0.09159244188582726,0.10904410028796888,0.27434439171759356,0.048799862506844295,0.032274682348719066,0.16641933401821707,0.02240874146304413,0.017608070618033565,0.01392588426884229
98,298121177755,614269717,False,False,False,2931,0.017621238809712905,0.14541838843720253,0.04108193552424558,0.13880790742166071,0.18379098588426532,0.002354900690616692,0.17231924945048493,0.02972422882266472,0.07337358872855265,0.11968071282312005,0.07582686340747383
99,827937216450,876052663,True,True,False,3208,0.1851079624223738,0.12637886817887747,0.09444308018267725,0.15494750743812927,0.10156132729786042,0.0659505512164745,0.024515336626706158,0.04451530437791215,0.11362643463507031,0.036411129698220114,0.05254249792569839
100,160444835936,908167284,True,True,False,9343,0.08501922115325,0.32919715352548606,0.0336666362132841,0.06815845744502623,0.013136809612518355,0.09739157033463357,0.10902858724307309,0.006141758369023504,0.07638823190614441,0.14663981271259224,0.03523176148496849
101,2588566676,922329997,False,True,True,2901,0.04835155553712907,0.0788689901475945,0.12046725403710079,0.10462992076620727,0.025085472873442802,0.0719106404634189,0.05913247983513498,0.13422856156272087,0.03794123890443387,0.2521394606641391,0.06724442520867785
102,493550052635,149197417,True,True,False,-1945,0.05992719786304359,0.011588575467323566,0.11400141662584745,0.1729715234785529,0.23834471835222165,0.20635404095101534,0.07112990235104098,0.02751535900071861,0.027359297446023383,0.0275555305279369,0.043252437936275596
103,633038043017,634373760,True,False,False,-2080,0.041660609127940784,0.01669034131299035,0.2744540925162289,0.10351589796513495,0.08519062083072658,0.10790043249756213,0.004906860599700154,0.013692631381535623,0.1262293167714095,0.034300731622318614,0.1914584653744525
104,648884608879,610083084,False,False,False,-6019,0.13002209151991964,0.13901107380206615,0.16549630803934198,0.1209786615511123,0.07635628475768132,0.042278544073735366,0.026032454676238343,0.05789421237771246,0.029437807122984775,0.12316576691240722,0.0893267951668004
105,315257602651,846933750,False,False,False,6779,0.11248591735934386,0.06578274792612857,0.11855255999947246,0.05748163644296259,0.16705876105774134,0.07491230345344753,0.013455688634442556,0.17786750391186626,0.07322100455041403,0.07108242613742416,0.06809945052675666
106,683549890670,962110242,False,False,True,-3676,0.16770645417809238,0.034137361914388376,0.04256518734685993,0.338906637128414,0.0488235233363463,0.07956825617372532,0.0606280600958012,0.009323026785290414,0.10162790878638596,0.032023742677338984,0.0846898415773571
107,585034037974,497216750,False,False,False,-350,0.007268432459778655,0.1853881137744878,0.3038795086291969,0.13003901418539907,0.0008963186914644653,0.024439656189911126,0.10974379624526917,0.042582692433242704,0.010703032525636974,0.038202045132930726,0.1468573897326824
108,633594717495,991166634,True,True,False,1151,0.11631823874640836,0.12873335483882004,0.017502748929011422,0.128340783261385,0.08087445183036714,0.08200631133865306,0.10536928597176183,0.004650863875872597,0.06944643908310562,0.20876812491405342,0.05798939721056164
109,278644392560,452492325,True,True,True,1465,0.007241352203068544,0.0513393866028928,0.05247553806920271,0.0793045332283707,0.05951152899141607,0.013417931367128584,0.20119291680105003,0.1618069962425476,0.04589488958253341,0.2388565696606108,0.08895835725117873
110,383808215385,433838252,False,False,False,2356,0.002721726149206106,0.015795770703657033,0.031228403814058666,0.1389960025341264,0.12539090200964154,0.11061594440831672,0.1110341969801314,0.21816577786229463,0.0594794940016607,0.07959239842628966,0.10697938311061711
111,824083681479,877575036,False,False,True,-9028,0.06522984679160382,0.13500290837391793,0.1515085986287051,0.08205145002729045,0.08183405146654615,0.0438636888897472,0.07392515288573219,0.18253816069367929,0.07861588014185729,0.032919351360196455,0.07251091074072417
112,20633205365,790724905,True,True,True,-4362,0.03849529619814437,0.062093001246025875,0.013740319670119952,0.1633793876648122,0.24372852718039356,0.1615637825172398,0.03217165357796503,0.18873715053417633,0.03466675969419975,0.007855642483522477,0.053568479233400676
113,900520014036,381764365,True,False,True,-8754,0.16888399575595528,0.1107943798175558,0.16858091239947823,0.07214660206685733,0.09661807571512449,0.06207632880383229,0.1280304414543211,0.03612710372481135,0.008226677025751437,0.01395276706254992,0.13456271617376278
114,681475068964,767771836,False,False,False,657,0.10654296779445775,0.05820805743879947,0.137318015976708,0.013566068236868784,0.03692284481202433,0.013237247742926303,0.22154225726216278,0.09980523071966463,0.12562248411993998,0.17800221338746774,0.009232612508980121
